Sample name	Encoding	Read length	Number of reads	Read depth	%GC	Deduplicated percentage	Per base sequence quality	Per tile sequence quality	Per sequence quality scores	Per base sequence content	Per sequence GC content	Per base N content	Sequence length distribution	Sequence duplication levels	Overrepresented sequences	Adapter content	Kmer content
PI_567516C_2	Sanger / Illumina 1.9	90	81085105	6	36	81.86445825222054	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_567519_1	Sanger / Illumina 1.9	90	76829577	5	35	79.38851065738453	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_567519_2	Sanger / Illumina 1.9	90	76829577	5	35	80.47052509333567	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_567611_1	Sanger / Illumina 1.9	90	76688463	5	34	77.94624380621303	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_567611_2	Sanger / Illumina 1.9	90	76688463	5	35	79.04747907448511	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_567651_1	Sanger / Illumina 1.9	90	76602232	5	34	80.31351899322037	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_567651_2	Sanger / Illumina 1.9	90	76602232	5	35	81.11022328658538	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_567690_1	Sanger / Illumina 1.9	90	76771524	5	35	79.75216747676062	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_567690_2	Sanger / Illumina 1.9	90	76771524	5	35	80.695395440572	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_567719_1	Sanger / Illumina 1.9	90	76895499	5	34	79.56026457445444	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_567719_2	Sanger / Illumina 1.9	90	76895499	5	34	80.2580653817969	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_567731_1	Sanger / Illumina 1.9	90	76711586	5	35	80.36054826153202	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_567731_2	Sanger / Illumina 1.9	90	76711586	5	35	81.54866068242535	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_591539_1	Sanger / Illumina 1.9	90	76244529	5	35	81.01682403574955	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_591539_2	Sanger / Illumina 1.9	90	76244529	5	35	82.26740115718309	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_593258_1	Sanger / Illumina 1.9	90	76844408	5	35	79.26682876502034	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_593258_2	Sanger / Illumina 1.9	90	76844408	5	35	80.31120462748277	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_594012_1	Sanger / Illumina 1.9	90	76653956	5	35	80.8211321990294	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_594012_2	Sanger / Illumina 1.9	90	76653956	5	35	81.67740161732438	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_594512A_1	Sanger / Illumina 1.9	90	86965073	6	35	79.47395627726384	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_594512A_2	Sanger / Illumina 1.9	90	86965073	6	35	80.94822691003591	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_594599_1	Sanger / Illumina 1.9	90	76976394	5	34	85.22678714413159	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_594599_2	Sanger / Illumina 1.9	90	76976394	5	34	90.86017053372512	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_597387_1	Sanger / Illumina 1.9	90	76892948	5	34	85.21857318597387	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_597387_2	Sanger / Illumina 1.9	90	76892948	5	34	90.75824276226554	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_603154_1	Sanger / Illumina 1.9	90	77089445	5	34	79.51955947624053	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_603154_2	Sanger / Illumina 1.9	90	77089445	5	34	80.14526234887825	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_603170_1	Sanger / Illumina 1.9	90	76657488	5	34	79.16325656205784	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_603170_2	Sanger / Illumina 1.9	90	76657488	5	34	79.85452315089607	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_603175_1	Sanger / Illumina 1.9	90	87945299	6	35	76.83377674710266	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_603175_2	Sanger / Illumina 1.9	90	87945299	6	35	78.17534051769938	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_603176A_1	Sanger / Illumina 1.9	90	76936434	5	34	80.88216284902164	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_603176A_2	Sanger / Illumina 1.9	90	76936434	5	35	81.58436693968058	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_603497_1	Sanger / Illumina 1.9	90	76589877	5	34	82.04614963442444	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_603497_2	Sanger / Illumina 1.9	90	76589877	5	34	88.36341598058502	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_605869A_1	Sanger / Illumina 1.9	90	75739404	5	34	83.07021005088784	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_605869A_2	Sanger / Illumina 1.9	90	75739404	5	34	88.67997764283987	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_612611_1	Sanger / Illumina 1.9	90	91048320	6	36	78.25440072653701	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_612611_2	Sanger / Illumina 1.9	90	91048320	6	36	79.99527640759302	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL
PI_639740_1	Sanger / Illumina 1.9	90	77601136	5	34	80.48168315004723	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_639740_2	Sanger / Illumina 1.9	90	77601136	5	34	87.70573170056743	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_647086_1	Sanger / Illumina 1.9	90	76995814	5	34	82.07625394483289	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_647086_2	Sanger / Illumina 1.9	90	76995814	5	34	82.6570784434325	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_658519_1	Sanger / Illumina 1.9	90	76889685	5	34	81.35240200717246	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
PI_658519_2	Sanger / Illumina 1.9	90	76889685	5	34	81.83580423077737	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
S05-11482_1	Sanger / Illumina 1.9	90	94812424	7	35	79.4267601744781	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
S05-11482_2	Sanger / Illumina 1.9	90	94812424	7	35	81.00746012410328	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
S07-5049_1	Sanger / Illumina 1.9	90	75611222	5	34	81.38093960327936	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
S07-5049_2	Sanger / Illumina 1.9	90	75611222	5	34	82.04757219737998	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
S10-11227_1	Sanger / Illumina 1.9	90	100913505	7	37	76.88338357515642	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
S10-11227_2	Sanger / Illumina 1.9	90	100913505	7	37	77.22136350163836	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
V71-370_1	Sanger / Illumina 1.9	90	75425891	5	34	82.30975036791864	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
V71-370_2	Sanger / Illumina 1.9	90	75425891	5	34	83.12540169973423	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
